oficio_c8_4d,oficio_c8_label,occupation_name_isco08,grupo_exposicion_4d,ocupados,observaciones,exposicion_promedio_4d,desviacion_tareas_4d,participacion_empleo
9213,Obreros y peones de explotaciones agropecuarias,Mixed Crop and Livestock Farm Labourers,Not Exposed,87809.66312187936,777,0.11,0.03,0.0038252294616277507
7123,Revocadores,Plasterers,Not Exposed,26354.942704817513,377,0.11,0.01,0.0011480934980248176
9622,Personas que realizan trabajos varios,Odd Job Persons,Not Exposed,13396.788658439751,178,0.11,0.03,0.0005836008116365889
7113,"Labrantes, tronzadores y grabadores de piedra","Stonemasons, Stone Cutters, Splitters and Carvers",Not Exposed,2930.305068551866,27,0.11,0.02,0.0001276521157383734
9216,Obreros y peones de pesca y acuicultura,Fishery and Aquaculture Labourers,Not Exposed,2843.416470775056,33,0.11,0.03,0.00012386701040624097
7214,Montadores de estructuras metálicas,Structural Metal Preparers and Erectors,Not Exposed,1441.3657660556842,24,0.11,0.02,6.278984108668165e-05
7535,"Apelambradores, pellejeros y curtidores","Pelt Dressers, Tanners and Fellmongers",Not Exposed,515.2233578151985,12,0.11,0.03,2.2444540812073805e-05
9123,Limpiadores de ventanas,Window Cleaners,Not Exposed,123.79495765215138,2,0.11,0.03,5.392847465485574e-06
9129,Otro personal de limpieza no clasificados en otros grupos primarios,Other Cleaning Workers,Not Exposed,10392.248817662543,143,0.1,0.01,0.00045271482586958935
7122,"Enchapadores, parqueteros y colocadores de suelos",Floor Layers and Tile Setters,Not Exposed,8138.364761400847,141,0.1,0.02,0.00035452946233917093
7114,"Operarios en cemento armado, enfoscadores y afines","Concrete Placers, Concrete Finishers and Related Workers",Not Exposed,797.7355551603662,13,0.1,0.03,3.475154601096585e-05
9211,Obreros y peones de explotaciones agrícolas,Crop Farm Labourers,Not Exposed,1243208.4426374848,11295,0.09,0.02,0.05415756526842121
9313,Obreros y peones de la construcción de edificios,Building Construction Labourers,Not Exposed,664834.2040526397,10791,0.09,0.02,0.028961999101512585
7112,Albañiles,Bricklayers and Related Workers,Not Exposed,196790.14179076074,3338,0.09,0.01,0.008572717641463707
9611,Recolectores de basura y material reciclable,Garbage and Recycling Collectors,Not Exposed,81246.14689214369,1342,0.09,0.02,0.0035393047152930735
9122,Lavadores de vehículos,Vehicle Cleaners,Not Exposed,57936.474016827575,891,0.09,0.01,0.002523871512915289
9312,Obreros y peones de obras públicas y mantenimiento,Civil Engineering Labourers,Not Exposed,29158.562417149053,353,0.09,0.02,0.001270226852618439
9613,Barrenderos y afines,Sweepers and Related Labourers,Not Exposed,22396.29013016938,341,0.09,0.03,0.0009756437479799447
7119,Oficiales y operarios de la construcción de obra gruesa y afines no clasificados en otros grupos primarios,Building Frame and Related Trades Workers Not Elsewhere Classified,Not Exposed,13393.381564460393,212,0.09,0.01,0.0005834523892898332
9215,Obreros y peones forestales,Forestry Labourers,Not Exposed,8330.041799191096,65,0.09,0.02,0.0003628794391641032
9624,Acarreadores de agua y recolectores de leña,Water and Firewood Collectors,Not Exposed,820.9849070970005,8,0.09,0.03,3.576435146801818e-05
7133,Limpiadores de fachadas y deshollinadores,Building Structure Cleaners,Not Exposed,440.7306917390729,4,0.09,0.01,1.919943622086176e-05
6224,Cazadores y tramperos,Hunters and Trappers,Not Exposed,222.30860768034745,2,0.09,0.03,9.684371918065387e-06
8323,Conductores de camionetas y vehículos livianos,,Sin correspondencia 4d,339765.28486887645,4855,,,0.014801106524174022
8324,Conductores de taxis,,Sin correspondencia 4d,154249.55338527696,3095,,,0.006719533079557674
7332,Tejedores con agujas,,Sin correspondencia 4d,69491.19863837356,926,,,0.0030272269691591492
1439,Otros gerentes de servicios no clasificados en otros grupos primarios,,Sin correspondencia 4d,42178.21948617532,729,,,0.0018373987791477863
7341,Cesteros y mimbreros,,Sin correspondencia 4d,33083.420033862574,276,,,0.0014412044017215258
7399,Artesanos de otros materiales no clasificados en otros grupos primarios,,Sin correspondencia 4d,29358.78140705724,433,,,0.0012789489402765034
7331,Tejedores con telares,,Sin correspondencia 4d,24054.917201423672,256,,,0.0010478980866625673
3435,Otros técnicos y profesionales del nivel medio en actividades culturales y artísticas,,Sin correspondencia 4d,16483.62496402525,237,,,0.0007180718568444331
5249,Otros vendedores no clasificados en otros grupos primarios,,Sin correspondencia 4d,14387.244620604579,315,,,0.0006267477864935478
7342,Sombrereros artesanales,,Sin correspondencia 4d,10234.863165140547,80,,,0.0004458586757209545
7363,Bisutero,,Sin correspondencia 4d,9182.083785460996,156,,,0.0003999967220752062
7333,Otros tejedores,,Sin correspondencia 4d,9067.735601926635,118,,,0.00039501540196773544
310,Otros miembros de las Fuerzas Militares,,Sin correspondencia 4d,8757.003725826795,228,,,0.00038147907026043603
7361,Joyeros,,Sin correspondencia 4d,7467.802898686932,98,,,0.0003253179507366612
7370,Artesanos del cuero,,Sin correspondencia 4d,7266.01934837207,84,,,0.00031652770654149896
210,Suboficiales de las Fuerzas Militares,,Sin correspondencia 4d,6664.193779858878,139,,,0.0002903105362029429
9626,Lectores de medidores,,Sin correspondencia 4d,6101.335318725654,81,,,0.0002657908798040244
7351,Tallador piezas artesanales de madera,,Sin correspondencia 4d,4679.405107584326,75,,,0.0002038477047290127
3139,Técnicos en control de procesos no clasificados en otros grupos primarios,,Sin correspondencia 4d,3311.982167334404,33,,,0.00014427901568519469
8189,Otros operadores de máquinas y de instalaciones fijas no clasificados en otros grupos primarios,,Sin correspondencia 4d,3047.612350615136,33,,,0.00013276234228358936
110,Oficiales de las Fuerzas Militares,,Sin correspondencia 4d,2848.7714593290398,34,,,0.0001241002883765134
7352,Decoradores de piezas artesanales en madera,,Sin correspondencia 4d,1131.610015047295,24,,,4.929603206225454e-05
7391,Artesanos de papel,,Sin correspondencia 4d,879.9548010504435,13,,,3.833324158420824e-05
7392,Artesanos del hierro y otros metales,,Sin correspondencia 4d,689.0052804156527,9,,,3.0014957399447493e-05
7393,Artesanos de las semillas y cortezas vegetales,,Sin correspondencia 4d,660.4856039371087,12,,,2.8772562168407872e-05
7362,Orfebres y plateros,,Sin correspondencia 4d,502.35498128885297,11,,,2.188395908038475e-05
0,,,Sin correspondencia 4d,400.9631282635806,5,,,1.7467052221022666e-05
9625,Recolectores de dinero y surtidores de máquinas de venta automática,,Sin correspondencia 4d,15.52075905148937,1,,,6.761267801264289e-07
